,subject,age,age_group,run,item_id,triplet_id,beta_path
329,temple063,10.72054795,10-12yo,4,6,2,/scratch/09123/ofriend/movie_scan/sub-temple063/betaseries/betaOUT_collector_run-4_ev-006_MNI.nii.gz
330,temple063,10.72054795,10-12yo,4,7,3,/scratch/09123/ofriend/movie_scan/sub-temple063/betaseries/betaOUT_collector_run-4_ev-007_MNI.nii.gz
331,temple063,10.72054795,10-12yo,4,8,3,/scratch/09123/ofriend/movie_scan/sub-temple063/betaseries/betaOUT_collector_run-4_ev-008_MNI.nii.gz
332,temple063,10.72054795,10-12yo,4,9,3,/scratch/09123/ofriend/movie_scan/sub-temple063/betaseries/betaOUT_collector_run-4_ev-009_MNI.nii.gz
333,temple063,10.72054795,10-12yo,4,10,4,/scratch/09123/ofriend/movie_scan/sub-temple063/betaseries/betaOUT_collector_run-4_ev-010_MNI.nii.gz
334,temple063,10.72054795,10-12yo,4,11,4,/scratch/09123/ofriend/movie_scan/sub-temple063/betaseries/betaOUT_collector_run-4_ev-011_MNI.nii.gz
335,temple063,10.72054795,10-12yo,4,12,4,/scratch/09123/ofriend/movie_scan/sub-temple063/betaseries/betaOUT_collector_run-4_ev-012_MNI.nii.gz
336,temple064,7.361643836,7-9yo,1,1,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-001_MNI.nii.gz
337,temple064,7.361643836,7-9yo,1,2,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-002_MNI.nii.gz
338,temple064,7.361643836,7-9yo,1,3,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-003_MNI.nii.gz
339,temple064,7.361643836,7-9yo,1,4,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-004_MNI.nii.gz
340,temple064,7.361643836,7-9yo,1,5,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-005_MNI.nii.gz
341,temple064,7.361643836,7-9yo,1,6,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-006_MNI.nii.gz
342,temple064,7.361643836,7-9yo,1,7,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-007_MNI.nii.gz
343,temple064,7.361643836,7-9yo,1,8,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-008_MNI.nii.gz
344,temple064,7.361643836,7-9yo,1,9,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-009_MNI.nii.gz
345,temple064,7.361643836,7-9yo,1,10,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-010_MNI.nii.gz
346,temple064,7.361643836,7-9yo,1,11,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-011_MNI.nii.gz
347,temple064,7.361643836,7-9yo,1,12,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-1_ev-012_MNI.nii.gz
348,temple064,7.361643836,7-9yo,2,1,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-001_MNI.nii.gz
349,temple064,7.361643836,7-9yo,2,2,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-002_MNI.nii.gz
350,temple064,7.361643836,7-9yo,2,3,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-003_MNI.nii.gz
351,temple064,7.361643836,7-9yo,2,4,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-004_MNI.nii.gz
352,temple064,7.361643836,7-9yo,2,5,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-005_MNI.nii.gz
353,temple064,7.361643836,7-9yo,2,6,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-006_MNI.nii.gz
354,temple064,7.361643836,7-9yo,2,7,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-007_MNI.nii.gz
355,temple064,7.361643836,7-9yo,2,8,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-008_MNI.nii.gz
356,temple064,7.361643836,7-9yo,2,9,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-009_MNI.nii.gz
357,temple064,7.361643836,7-9yo,2,10,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-010_MNI.nii.gz
358,temple064,7.361643836,7-9yo,2,11,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-011_MNI.nii.gz
359,temple064,7.361643836,7-9yo,2,12,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-2_ev-012_MNI.nii.gz
360,temple064,7.361643836,7-9yo,3,1,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-001_MNI.nii.gz
361,temple064,7.361643836,7-9yo,3,2,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-002_MNI.nii.gz
362,temple064,7.361643836,7-9yo,3,3,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-003_MNI.nii.gz
363,temple064,7.361643836,7-9yo,3,4,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-004_MNI.nii.gz
364,temple064,7.361643836,7-9yo,3,5,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-005_MNI.nii.gz
365,temple064,7.361643836,7-9yo,3,6,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-006_MNI.nii.gz
366,temple064,7.361643836,7-9yo,3,7,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-007_MNI.nii.gz
367,temple064,7.361643836,7-9yo,3,8,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-008_MNI.nii.gz
368,temple064,7.361643836,7-9yo,3,9,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-009_MNI.nii.gz
369,temple064,7.361643836,7-9yo,3,10,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-010_MNI.nii.gz
370,temple064,7.361643836,7-9yo,3,11,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-011_MNI.nii.gz
371,temple064,7.361643836,7-9yo,3,12,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-3_ev-012_MNI.nii.gz
372,temple064,7.361643836,7-9yo,4,1,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-001_MNI.nii.gz
373,temple064,7.361643836,7-9yo,4,2,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-002_MNI.nii.gz
374,temple064,7.361643836,7-9yo,4,3,1,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-003_MNI.nii.gz
375,temple064,7.361643836,7-9yo,4,4,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-004_MNI.nii.gz
376,temple064,7.361643836,7-9yo,4,5,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-005_MNI.nii.gz
377,temple064,7.361643836,7-9yo,4,6,2,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-006_MNI.nii.gz
378,temple064,7.361643836,7-9yo,4,7,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-007_MNI.nii.gz
379,temple064,7.361643836,7-9yo,4,8,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-008_MNI.nii.gz
380,temple064,7.361643836,7-9yo,4,9,3,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-009_MNI.nii.gz
381,temple064,7.361643836,7-9yo,4,10,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-010_MNI.nii.gz
382,temple064,7.361643836,7-9yo,4,11,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-011_MNI.nii.gz
383,temple064,7.361643836,7-9yo,4,12,4,/scratch/09123/ofriend/movie_scan/sub-temple064/betaseries/betaOUT_collector_run-4_ev-012_MNI.nii.gz
384,temple065,9.452054795,7-9yo,1,1,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-001_MNI.nii.gz
385,temple065,9.452054795,7-9yo,1,2,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-002_MNI.nii.gz
386,temple065,9.452054795,7-9yo,1,3,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-003_MNI.nii.gz
387,temple065,9.452054795,7-9yo,1,4,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-004_MNI.nii.gz
388,temple065,9.452054795,7-9yo,1,5,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-005_MNI.nii.gz
389,temple065,9.452054795,7-9yo,1,6,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-006_MNI.nii.gz
390,temple065,9.452054795,7-9yo,1,7,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-007_MNI.nii.gz
391,temple065,9.452054795,7-9yo,1,8,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-008_MNI.nii.gz
392,temple065,9.452054795,7-9yo,1,9,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-009_MNI.nii.gz
393,temple065,9.452054795,7-9yo,1,10,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-010_MNI.nii.gz
394,temple065,9.452054795,7-9yo,1,11,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-011_MNI.nii.gz
395,temple065,9.452054795,7-9yo,1,12,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-1_ev-012_MNI.nii.gz
396,temple065,9.452054795,7-9yo,2,1,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-001_MNI.nii.gz
397,temple065,9.452054795,7-9yo,2,2,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-002_MNI.nii.gz
398,temple065,9.452054795,7-9yo,2,3,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-003_MNI.nii.gz
399,temple065,9.452054795,7-9yo,2,4,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-004_MNI.nii.gz
400,temple065,9.452054795,7-9yo,2,5,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-005_MNI.nii.gz
401,temple065,9.452054795,7-9yo,2,6,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-006_MNI.nii.gz
402,temple065,9.452054795,7-9yo,2,7,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-007_MNI.nii.gz
403,temple065,9.452054795,7-9yo,2,8,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-008_MNI.nii.gz
404,temple065,9.452054795,7-9yo,2,9,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-009_MNI.nii.gz
405,temple065,9.452054795,7-9yo,2,10,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-010_MNI.nii.gz
406,temple065,9.452054795,7-9yo,2,11,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-011_MNI.nii.gz
407,temple065,9.452054795,7-9yo,2,12,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-2_ev-012_MNI.nii.gz
408,temple065,9.452054795,7-9yo,3,1,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-001_MNI.nii.gz
409,temple065,9.452054795,7-9yo,3,2,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-002_MNI.nii.gz
410,temple065,9.452054795,7-9yo,3,3,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-003_MNI.nii.gz
411,temple065,9.452054795,7-9yo,3,4,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-004_MNI.nii.gz
412,temple065,9.452054795,7-9yo,3,5,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-005_MNI.nii.gz
413,temple065,9.452054795,7-9yo,3,6,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-006_MNI.nii.gz
414,temple065,9.452054795,7-9yo,3,7,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-007_MNI.nii.gz
415,temple065,9.452054795,7-9yo,3,8,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-008_MNI.nii.gz
416,temple065,9.452054795,7-9yo,3,9,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-009_MNI.nii.gz
417,temple065,9.452054795,7-9yo,3,10,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-010_MNI.nii.gz
418,temple065,9.452054795,7-9yo,3,11,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-011_MNI.nii.gz
419,temple065,9.452054795,7-9yo,3,12,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-3_ev-012_MNI.nii.gz
420,temple065,9.452054795,7-9yo,4,1,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-001_MNI.nii.gz
421,temple065,9.452054795,7-9yo,4,2,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-002_MNI.nii.gz
422,temple065,9.452054795,7-9yo,4,3,1,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-003_MNI.nii.gz
423,temple065,9.452054795,7-9yo,4,4,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-004_MNI.nii.gz
424,temple065,9.452054795,7-9yo,4,5,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-005_MNI.nii.gz
425,temple065,9.452054795,7-9yo,4,6,2,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-006_MNI.nii.gz
426,temple065,9.452054795,7-9yo,4,7,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-007_MNI.nii.gz
427,temple065,9.452054795,7-9yo,4,8,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-008_MNI.nii.gz
428,temple065,9.452054795,7-9yo,4,9,3,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-009_MNI.nii.gz
429,temple065,9.452054795,7-9yo,4,10,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-010_MNI.nii.gz
430,temple065,9.452054795,7-9yo,4,11,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-011_MNI.nii.gz
431,temple065,9.452054795,7-9yo,4,12,4,/scratch/09123/ofriend/movie_scan/sub-temple065/betaseries/betaOUT_collector_run-4_ev-012_MNI.nii.gz
432,temple066,9.97260274,7-9yo,1,1,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-001_MNI.nii.gz
433,temple066,9.97260274,7-9yo,1,2,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-002_MNI.nii.gz
434,temple066,9.97260274,7-9yo,1,3,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-003_MNI.nii.gz
435,temple066,9.97260274,7-9yo,1,4,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-004_MNI.nii.gz
436,temple066,9.97260274,7-9yo,1,5,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-005_MNI.nii.gz
437,temple066,9.97260274,7-9yo,1,6,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-006_MNI.nii.gz
438,temple066,9.97260274,7-9yo,1,7,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-007_MNI.nii.gz
439,temple066,9.97260274,7-9yo,1,8,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-008_MNI.nii.gz
440,temple066,9.97260274,7-9yo,1,9,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-009_MNI.nii.gz
441,temple066,9.97260274,7-9yo,1,10,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-010_MNI.nii.gz
442,temple066,9.97260274,7-9yo,1,11,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-011_MNI.nii.gz
443,temple066,9.97260274,7-9yo,1,12,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-1_ev-012_MNI.nii.gz
444,temple066,9.97260274,7-9yo,2,1,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-001_MNI.nii.gz
445,temple066,9.97260274,7-9yo,2,2,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-002_MNI.nii.gz
446,temple066,9.97260274,7-9yo,2,3,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-003_MNI.nii.gz
447,temple066,9.97260274,7-9yo,2,4,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-004_MNI.nii.gz
448,temple066,9.97260274,7-9yo,2,5,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-005_MNI.nii.gz
449,temple066,9.97260274,7-9yo,2,6,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-006_MNI.nii.gz
450,temple066,9.97260274,7-9yo,2,7,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-007_MNI.nii.gz
451,temple066,9.97260274,7-9yo,2,8,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-008_MNI.nii.gz
452,temple066,9.97260274,7-9yo,2,9,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-009_MNI.nii.gz
453,temple066,9.97260274,7-9yo,2,10,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-010_MNI.nii.gz
454,temple066,9.97260274,7-9yo,2,11,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-011_MNI.nii.gz
455,temple066,9.97260274,7-9yo,2,12,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-2_ev-012_MNI.nii.gz
456,temple066,9.97260274,7-9yo,3,1,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-001_MNI.nii.gz
457,temple066,9.97260274,7-9yo,3,2,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-002_MNI.nii.gz
458,temple066,9.97260274,7-9yo,3,3,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-003_MNI.nii.gz
459,temple066,9.97260274,7-9yo,3,4,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-004_MNI.nii.gz
460,temple066,9.97260274,7-9yo,3,5,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-005_MNI.nii.gz
461,temple066,9.97260274,7-9yo,3,6,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-006_MNI.nii.gz
462,temple066,9.97260274,7-9yo,3,7,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-007_MNI.nii.gz
463,temple066,9.97260274,7-9yo,3,8,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-008_MNI.nii.gz
464,temple066,9.97260274,7-9yo,3,9,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-009_MNI.nii.gz
465,temple066,9.97260274,7-9yo,3,10,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-010_MNI.nii.gz
466,temple066,9.97260274,7-9yo,3,11,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-011_MNI.nii.gz
467,temple066,9.97260274,7-9yo,3,12,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-3_ev-012_MNI.nii.gz
468,temple066,9.97260274,7-9yo,4,1,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-001_MNI.nii.gz
469,temple066,9.97260274,7-9yo,4,2,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-002_MNI.nii.gz
470,temple066,9.97260274,7-9yo,4,3,1,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-003_MNI.nii.gz
471,temple066,9.97260274,7-9yo,4,4,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-004_MNI.nii.gz
472,temple066,9.97260274,7-9yo,4,5,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-005_MNI.nii.gz
473,temple066,9.97260274,7-9yo,4,6,2,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-006_MNI.nii.gz
474,temple066,9.97260274,7-9yo,4,7,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-007_MNI.nii.gz
475,temple066,9.97260274,7-9yo,4,8,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-008_MNI.nii.gz
476,temple066,9.97260274,7-9yo,4,9,3,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-009_MNI.nii.gz
477,temple066,9.97260274,7-9yo,4,10,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-010_MNI.nii.gz
478,temple066,9.97260274,7-9yo,4,11,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-011_MNI.nii.gz
479,temple066,9.97260274,7-9yo,4,12,4,/scratch/09123/ofriend/movie_scan/sub-temple066/betaseries/betaOUT_collector_run-4_ev-012_MNI.nii.gz
480,temple068,9.764383562,7-9yo,1,1,1,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-001_MNI.nii.gz
481,temple068,9.764383562,7-9yo,1,2,1,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-002_MNI.nii.gz
482,temple068,9.764383562,7-9yo,1,3,1,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-003_MNI.nii.gz
483,temple068,9.764383562,7-9yo,1,4,2,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-004_MNI.nii.gz
484,temple068,9.764383562,7-9yo,1,5,2,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-005_MNI.nii.gz
485,temple068,9.764383562,7-9yo,1,6,2,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-006_MNI.nii.gz
486,temple068,9.764383562,7-9yo,1,7,3,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-007_MNI.nii.gz
487,temple068,9.764383562,7-9yo,1,8,3,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-008_MNI.nii.gz
488,temple068,9.764383562,7-9yo,1,9,3,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-009_MNI.nii.gz
489,temple068,9.764383562,7-9yo,1,10,4,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-010_MNI.nii.gz
490,temple068,9.764383562,7-9yo,1,11,4,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-011_MNI.nii.gz
491,temple068,9.764383562,7-9yo,1,12,4,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-1_ev-012_MNI.nii.gz
492,temple068,9.764383562,7-9yo,2,1,1,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-2_ev-001_MNI.nii.gz
493,temple068,9.764383562,7-9yo,2,2,1,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-2_ev-002_MNI.nii.gz
494,temple068,9.764383562,7-9yo,2,3,1,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-2_ev-003_MNI.nii.gz
495,temple068,9.764383562,7-9yo,2,4,2,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-2_ev-004_MNI.nii.gz
496,temple068,9.764383562,7-9yo,2,5,2,/scratch/09123/ofriend/movie_scan/sub-temple068/betaseries/betaOUT_collector_run-2_ev-005_MNI.nii.gz
